k,average_silhouette,min_cluster_size,max_cluster_size,max_cluster_ratio,cluster_sizes,negative_silhouette_count,negative_silhouette_ratio,close_to_best,passes_size_floor,passes_balance_floor,passes_negative_floor,selection_candidate
2,0.037241412995283905,10,57,0.8507462686567164,0:10; 1:57,8,0.11940298507462686,False,True,False,True,False
3,0.038349740366941436,8,35,0.5223880597014925,0:8; 1:35; 2:24,14,0.208955223880597,False,True,True,True,False
4,0.0712073267533309,2,33,0.4925373134328358,0:33; 1:27; 2:5; 3:2,16,0.23880597014925373,True,False,True,True,False
5,0.07962430145093623,2,31,0.4626865671641791,0:2; 1:10; 2:21; 3:31; 4:3,30,0.44776119402985076,True,False,True,False,False
6,0.07628984286707632,2,25,0.373134328358209,0:25; 1:6; 2:10; 3:20; 4:4; 5:2,30,0.44776119402985076,True,False,True,False,False
