k,average_silhouette,min_cluster_size,max_cluster_size,max_cluster_ratio,cluster_sizes,negative_silhouette_count,negative_silhouette_ratio,close_to_best,passes_size_floor,passes_balance_floor,passes_negative_floor,selection_candidate
2,0.2362591850374395,2,12,0.8571428571428571,0:12; 1:2,1,0.07142857142857142,True,False,True,True,False
3,0.23010592038878044,2,8,0.5714285714285714,0:8; 1:2; 2:4,0,0.0,True,False,True,True,False
