k,average_silhouette,min_cluster_size,max_cluster_size,max_cluster_ratio,cluster_sizes,negative_silhouette_count,negative_silhouette_ratio,close_to_best,passes_size_floor,passes_balance_floor,passes_negative_floor,selection_candidate
2,0.036185232981485335,17,50,0.746268656716418,0:50; 1:17,2,0.029850746268656716,False,True,False,True,False
3,0.040268327268708506,10,44,0.6567164179104478,0:13; 1:44; 2:10,12,0.1791044776119403,False,True,False,True,False
4,0.060805484804521685,3,29,0.43283582089552236,0:27; 1:29; 2:3; 3:8,24,0.3582089552238806,False,False,True,True,False
5,0.08176565360272436,2,29,0.43283582089552236,0:2; 1:12; 2:21; 3:29; 4:3,24,0.3582089552238806,True,False,True,True,False
6,0.06852403958423599,3,20,0.29850746268656714,0:20; 1:3; 2:7; 3:16; 4:10; 5:11,27,0.40298507462686567,True,False,True,False,False
