k,average_silhouette,min_cluster_size,max_cluster_size,max_cluster_ratio,cluster_sizes,negative_silhouette_count,negative_silhouette_ratio,close_to_best,passes_size_floor,passes_balance_floor,passes_negative_floor,selection_candidate
2,0.0829757620216214,6,11,0.6470588235294118,0:11; 1:6,1,0.058823529411764705,False,True,True,True,False
3,0.19823174967039997,2,13,0.7647058823529411,0:13; 1:2; 2:2,5,0.29411764705882354,True,False,True,True,False
