k,average_silhouette,min_cluster_size,max_cluster_size,max_cluster_ratio,cluster_sizes,negative_silhouette_count,negative_silhouette_ratio,close_to_best,passes_size_floor,passes_balance_floor,passes_negative_floor,selection_candidate
2,0.031159556262451774,20,22,0.5238095238095238,0:22; 1:20,4,0.09523809523809523,False,True,True,True,False
3,0.027934446012487284,8,19,0.4523809523809524,0:19; 1:15; 2:8,12,0.2857142857142857,False,True,True,True,False
4,0.03651391240545846,7,13,0.30952380952380953,0:7; 1:13; 2:11; 3:11,12,0.2857142857142857,False,True,True,True,False
5,0.04946298221834585,5,11,0.2619047619047619,0:9; 1:11; 2:11; 3:6; 4:5,9,0.21428571428571427,True,True,True,True,True
