space,config,algorithm,cluster_count,noise_count,noise_fraction,coverage,smallest_cluster,largest_cluster,silhouette_original_cosine,eps,min_samples,min_cluster_size,selected
umap,hdbscan_mcs8_ms3,hdbscan,4,3,0.010638297872340425,0.9893617021276596,8,214,-0.02162969671189785,,3.0,8.0,False
umap,hdbscan_mcs8_ms5,hdbscan,3,1,0.0035460992907801418,0.9964539007092199,13,214,-0.030373811721801758,,5.0,8.0,False
umap,hdbscan_mcs8_ms8,hdbscan,3,0,0.0,1.0,13,214,-0.03142161667346954,,8.0,8.0,False
umap,hdbscan_mcs10_ms1,hdbscan,3,0,0.0,1.0,13,215,-0.03141707926988602,,1.0,10.0,False
umap,hdbscan_mcs10_ms3,hdbscan,3,1,0.0035460992907801418,0.9964539007092199,13,214,-0.030373811721801758,,3.0,10.0,False
umap,hdbscan_mcs10_ms5,hdbscan,3,1,0.0035460992907801418,0.9964539007092199,13,214,-0.030373811721801758,,5.0,10.0,False
umap,hdbscan_mcs10_ms8,hdbscan,3,0,0.0,1.0,13,214,-0.03142161667346954,,8.0,10.0,False
umap,hdbscan_mcs10_ms10,hdbscan,3,2,0.0070921985815602835,0.9929078014184397,13,212,-0.029801195487380028,,10.0,10.0,False
umap,hdbscan_mcs12_ms1,hdbscan,3,0,0.0,1.0,13,215,-0.03141707926988602,,1.0,12.0,False
umap,hdbscan_mcs12_ms3,hdbscan,3,1,0.0035460992907801418,0.9964539007092199,13,214,-0.030373811721801758,,3.0,12.0,False
umap,hdbscan_mcs12_ms5,hdbscan,3,1,0.0035460992907801418,0.9964539007092199,13,214,-0.030373811721801758,,5.0,12.0,False
umap,hdbscan_mcs12_ms8,hdbscan,3,0,0.0,1.0,13,214,-0.03142161667346954,,8.0,12.0,False
umap,hdbscan_mcs12_ms10,hdbscan,3,2,0.0070921985815602835,0.9929078014184397,13,212,-0.029801195487380028,,10.0,12.0,False
umap,hdbscan_mcs15_ms1,hdbscan,2,0,0.0,1.0,54,228,0.07958932965993881,,1.0,15.0,False
umap,hdbscan_mcs15_ms3,hdbscan,2,0,0.0,1.0,54,228,0.07958932965993881,,3.0,15.0,False
umap,hdbscan_mcs15_ms5,hdbscan,2,0,0.0,1.0,54,228,0.07958932965993881,,5.0,15.0,False
umap,hdbscan_mcs15_ms8,hdbscan,2,0,0.0,1.0,55,227,0.08135917037725449,,8.0,15.0,True
umap,hdbscan_mcs15_ms10,hdbscan,2,0,0.0,1.0,55,227,0.08135917037725449,,10.0,15.0,False
umap,hdbscan_mcs20_ms1,hdbscan,2,0,0.0,1.0,54,228,0.07958932965993881,,1.0,20.0,False
umap,hdbscan_mcs20_ms3,hdbscan,2,0,0.0,1.0,54,228,0.07958932965993881,,3.0,20.0,False
umap,hdbscan_mcs20_ms5,hdbscan,2,0,0.0,1.0,54,228,0.07958932965993881,,5.0,20.0,False
umap,hdbscan_mcs20_ms8,hdbscan,2,0,0.0,1.0,55,227,0.08135917037725449,,8.0,20.0,False
umap,hdbscan_mcs20_ms10,hdbscan,2,0,0.0,1.0,55,227,0.08135917037725449,,10.0,20.0,False
zhicheng_umap10,hdbscan_mcs5_ms1,hdbscan,18,42,0.14893617021276595,0.851063829787234,5,55,0.07812557369470596,,1.0,5.0,False
zhicheng_umap10,hdbscan_mcs5_ms3,hdbscan,18,53,0.1879432624113475,0.8120567375886525,5,55,0.07623326778411865,,3.0,5.0,False
zhicheng_umap10,hdbscan_mcs5_ms5,hdbscan,12,74,0.2624113475177305,0.7375886524822695,6,55,0.09470204263925552,,5.0,5.0,False
zhicheng_umap10,hdbscan_mcs8_ms1,hdbscan,14,58,0.20567375886524822,0.7943262411347518,8,55,0.07595713436603546,,1.0,8.0,False
zhicheng_umap10,hdbscan_mcs8_ms3,hdbscan,11,62,0.2198581560283688,0.7801418439716312,10,55,0.0724346712231636,,3.0,8.0,False
zhicheng_umap10,hdbscan_mcs8_ms5,hdbscan,3,0,0.0,1.0,13,214,-0.03142161667346954,,5.0,8.0,False
zhicheng_umap10,hdbscan_mcs8_ms8,hdbscan,3,0,0.0,1.0,13,214,-0.03142161667346954,,8.0,8.0,False
zhicheng_umap10,hdbscan_mcs10_ms1,hdbscan,12,64,0.22695035460992907,0.7730496453900709,11,55,0.06753797084093094,,1.0,10.0,False
zhicheng_umap10,hdbscan_mcs10_ms3,hdbscan,3,0,0.0,1.0,13,214,-0.03142161667346954,,3.0,10.0,False
zhicheng_umap10,hdbscan_mcs10_ms5,hdbscan,3,0,0.0,1.0,13,214,-0.03142161667346954,,5.0,10.0,False
zhicheng_umap10,hdbscan_mcs10_ms8,hdbscan,3,0,0.0,1.0,13,214,-0.03142161667346954,,8.0,10.0,False
zhicheng_umap10,hdbscan_mcs10_ms10,hdbscan,3,1,0.0035460992907801418,0.9964539007092199,13,213,-0.03125375881791115,,10.0,10.0,False
zhicheng_umap10,hdbscan_mcs12_ms1,hdbscan,3,0,0.0,1.0,13,214,-0.03142161667346954,,1.0,12.0,False
zhicheng_umap10,hdbscan_mcs12_ms3,hdbscan,3,0,0.0,1.0,13,214,-0.03142161667346954,,3.0,12.0,False
zhicheng_umap10,hdbscan_mcs12_ms5,hdbscan,3,0,0.0,1.0,13,214,-0.03142161667346954,,5.0,12.0,False
zhicheng_umap10,hdbscan_mcs12_ms8,hdbscan,3,0,0.0,1.0,13,214,-0.03142161667346954,,8.0,12.0,False
zhicheng_umap10,hdbscan_mcs12_ms10,hdbscan,3,1,0.0035460992907801418,0.9964539007092199,13,213,-0.03125375881791115,,10.0,12.0,False
zhicheng_umap10,hdbscan_mcs15_ms1,hdbscan,2,0,0.0,1.0,55,227,0.08135917037725449,,1.0,15.0,True
zhicheng_umap10,hdbscan_mcs15_ms3,hdbscan,2,0,0.0,1.0,55,227,0.08135917037725449,,3.0,15.0,False
zhicheng_umap10,hdbscan_mcs15_ms5,hdbscan,2,0,0.0,1.0,55,227,0.08135917037725449,,5.0,15.0,False
