k,average_silhouette,min_cluster_size,max_cluster_size,max_cluster_ratio,cluster_sizes,negative_silhouette_count,negative_silhouette_ratio,close_to_best,passes_size_floor,passes_balance_floor,passes_negative_floor,selection_candidate
2,0.19174612318732542,2,9,0.8181818181818182,0:2; 1:9,1,0.09090909090909091,True,False,True,True,False
3,0.21631816224050954,2,6,0.5454545454545454,0:3; 1:2; 2:6,1,0.09090909090909091,True,False,True,True,False
