k,average_silhouette,min_cluster_size,max_cluster_size,max_cluster_ratio,cluster_sizes,negative_silhouette_count,negative_silhouette_ratio,close_to_best,passes_size_floor,passes_balance_floor,passes_negative_floor,selection_candidate
2,0.09953684022921859,4,13,0.7647058823529411,0:13; 1:4,0,0.0,False,True,True,True,False
3,0.12997081956176015,2,12,0.7058823529411765,0:12; 1:3; 2:2,2,0.11764705882352941,True,False,True,True,False
