paper_id,title,authors,abstract,doi,year,venue,url,keyword,source_file,source_repos,abstract_quality,format_excluded,scope_excluded,c2,c3,fulltext_flag,c2_and_c3,disposition,advances_to_fulltext,primary_reason,val_reason
2a3139d14895,What is design knowledge from the viewpoint of CPM/PDD?,"Conrad, J. (1); Köhler, C. (1); Wanke, S. (1); Weber, C. (1)","Knowledge is a very common term in engineering design and also extensively discussed. Even if it is not an explicit matter, it plays implicitly a role in the background. The Characteristics-Properties Modelling / Property-Driven Development (CPM/PDD) approach is one possibility to illustrate the product development process. This paper provides a closer look on design knowledge in the context of CPM/PDD. The description of product knowledge in CPM/PDD is thereby straightforward. The more complicated part is the description of process knowledge. Therefore, the method of reduction is transferred from theoretical computer science into the context of engineering design. The result indicates what design knowledge is, especially in CPM/PDD.",,2008,"Proceedings DESIGN 2008, the 10th International Design Conference",,Design knowledge,design_knowledge.csv,engineering_village|semantic_scholar,full,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,advance_criteria,TRUE,"Explicitly examines and defines what design knowledge is within the CPM/PDD framework, addressing both synthesis/definition of the construct (C2) and providing its own characterization (C3).","The paper concerns the nature of design, design thinking, and the body of design knowledge, but the abstract does not clearly confirm a synthesis/categorization from prior work or an explicit definition, so it should be checked in full text."
76d309f713b9,How industrial design knowledge differs from engineering design knowledge,"Wölfel, Christian (1)","That knowledge plays a meaningful role in product development is largely undisputed. There is, however, no agreement about which kinds of knowledge are relevant for the disciplines involved. Obviously, there are differences between the knowledge required by industrial designers and by engineering designers. This paper aims to describe knowledge which is needed in the early stages of design processes. Driven by an educational problem referred to in the paper, several aspects of design knowledge are discussed in contrast to engineering design knowledge. This paper does not develop a cohesive model of design knowledge. But the aspects help developing a method for easier knowledge evaluation in early stages of the industrial design process.",,2008,"DS 46: Proceedings of E and PDE 2008, the 10th International Conference on Engineering and Product Design Education",,Design knowledge,design_knowledge.csv,engineering_village|semantic_scholar,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Explicitly describes and contrasts kinds of design knowledge (industrial vs engineering) as its topic, discussing and differentiating constructs, satisfying C2 and plausibly C3.","The paper discusses aspects of industrial versus engineering design knowledge as its topic, but the abstract explicitly says it does not develop a cohesive model and does not clearly indicate a literature-based synthesis or explicit definition, so it should be checked in full text."
6b9f020cd024,Design knowledge for decision-making process in a DFX product design approach,"Wang, Keqin (1); Roucoules, Lionel (2); Tong, Shurong (1); Eynard, Benoit (2); Matta, Nada (2)","Product design is a knowledge-intensive process and involves large quantities of decisions. The efficiency and effectiveness of these decisions depend on the provision of many kinds of related knowledge to designers from different sources throughout the product lifecycle. First, this paper makes a literature review about the related works on product design knowledge and classifies the product design knowledge into three categories, namely product, process and product support knowledge. Secondly, the knowledge needs of product design decisions are analyzed. The decisions made during the design process have a critical impact both on the design solution obtained but also on the design process itself. These decisions are of many different types and made by different kinds of engineers and managers. This work illustrates decision-making in product design and some related works are reviewed. The decision-making during the product design process is analyzed and classified into two main categories, namely organizational and technical decisions, which are illustrated in a three dimensional figure. Finally, some conclusions and future works are discussed.",10.1007/978-1-84800-239-5_13,2008,Global Design to Gain a Competitive Edge: An Holistic and Collaborative Design Approach Based on Computational Tools,,Design knowledge,design_knowledge.csv,engineering_village|semantic_scholar,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Reviews prior work on product design knowledge and classifies it into product, process, and support categories, satisfying C2 and likely providing a definition; flagged to confirm C3 in full text.","The paper proposes knowledge-driven product design scenario models and discusses innovation dimensions, suggesting possible conceptual treatment of design knowledge, but the abstract does not confirm a synthesis from prior work or an explicit definition."
7b15d81000db,The anatomy of a design theory,"Gregor, Shirley (1); Jones, David (2)","Design work and design knowledge in Information Systems (IS) is important for both research and practice. Yet there has been comparatively little critical attention paid to the problem of specifying design theory so that it can be communicated, justified, and developed cumulatively. In this essay we focus on the structural components or anatomy of design theories in IS as a special class of theory. In doing so, we aim to extend the work of Walls, Widemeyer and El Sawy (1992) on the specification of information systems design theories (ISDT), drawing on other streams of thought on design research and theory to provide a basis for a more systematic and useable formulation of these theories. We identify eight separate components of design theories: (1) purpose and scope, (2) constructs, (3) principles of form and function, (4) artifact mutability, (5) testable propositions, (6) justificatory knowledge (kernel theories), (7) principles of implementation, and (8) an expository instantiation. This specification includes components missing in the Walls et al. adaptation of Dubin (1978) and Simon (1969) and also addresses explicitly problems associated with the role of instantiations and the specification of design theories for methodologies and interventions as well as for products and applications. The essay is significant as the unambiguous establishment of design knowledge as theory gives a sounder base for arguments for the rigor and legitimacy of IS as an applied discipline and for its continuing progress. A craft can proceed with the copying of one example of a design artifact by one artisan after another. A discipline cannot. Copyright © 2007, by the Association for Information Systems.",10.17705/1jais.00129,2007,Journal of the Association for Information Systems,,Design knowledge,design_knowledge.csv,engineering_village|semantic_scholar,full,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,advance_criteria,TRUE,"Essay that specifies and extends the structural anatomy of IS design theory drawing on prior streams, synthesizing and defining the construct of design theory, satisfying C2 and C3.","The paper studies the structural components of design theory and extends prior work on information systems design theory, indicating a categorization/definitional synthesis from prior literature, but the abstract does not clearly state an explicit original or adapted definition."
86c052a239d1,Towards a formal definition of design and its possible applications,"Ralph, Paul (1); Wand, Yair (1)","Studying and developing design practices and sharing design knowledge are of particular significance for systems development. Creating cumulative design knowledge requires that the subject of study - namely the concept of design in general - be well-defined. The literature usually assumes (implicitly) that 'design,' as a concept, is well-understoodwell understood. However, no generally-accepted, precise and useful definition of design is yet available. In this paper we describe work intended to develop a general definition of design. To develop the definition we conducted a survey of definitions of design in the literature. The definitions all referred to some aspects of design, but often suffered from ambiguity or from incomplete coverage of design phenomena. Moreover, while some common aspects of design seem to emerge from the surveyed definitions, lack of agreement on other aspects was also observed. Combining the aspects gleaned from these definitions, we propose a new definition of the concept of design. The definition is comprised of six elements. The proposed definition can be used for to supporting sharing of design knowledge and for informing research about design and design science.",,2007,DESRIST 2007 Conference Proceedings - 2nd International Conference on Design Science Research in Information Systems and Technology,,Design knowledge,design_knowledge.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,advance_criteria,TRUE,"Surveys existing definitions of design to develop a general definition of the concept, synthesizing prior literature (C2) and providing its own definition (C3).","The paper surveys prior definitions of design in order to develop a general definition, so it both synthesizes definitional literature and explicitly provides a definition of design."
817a6d8c927b,KNOWLEDGE REPRESENTATION IN THE CONCEPTUAL DESIGN PROCESS FOR BUILDING ENERGY SYSTEMS.,"Monaghan, Paul F. (1); Doheny, James G. (1)","This paper deals with knowledge representation of the conceptual design process for Building Energy Systems. The design problem is one of a set of problems where the objective is the design of a system that performs a certain function by selection and configuration of components whose characteristics and interrelationships are fixed and known. Domain, Constraint, Design, Analysis and Developing Solution knowledge are discussed in relation to the above problem. The need for heuristic design knowledge augmented by non-heuristic numerical knowledge is identified. Abstraction of knowledge into a modular and hierarchical form leads to efficient search for a design solution. This paper outlines the framework for a longer-term development of an expert system for conceptual design of Building Energy Systems.",10.1007/978-3-662-21626-2_97,1986,,,Design knowledge,design_knowledge.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Discusses and categorizes types of design knowledge (domain, constraint, design, analysis, heuristic vs non-heuristic) for conceptual design, suggesting categorization and definitional framing; flagged for full-text confirmation.","Discusses types of knowledge in the conceptual design process and knowledge representation for building energy systems, but the abstract does not clearly show a literature-based synthesis or an explicit definition, so full text is needed."
fe2d6cd3e881,Design knowledge: theory is support of practice,"Hubka, V. (1); Eder, W.E.","The study of specific design knowledge (SDK) is part of design science, and contains the knowledge of the specialist's domain or branch, and particularly the knowhow of realizing a technical system. SDK has a prescriptive character, and at present does not possess a fully developed and advantageous form and completeness. In particular, part of SDK consists of `personal, often unconscious knowledge' of design experts. The right content and form for presenting SDK is decisive for the quality of the designed product, the technical system (TS), and for the efficiency and effectiveness of the design process. Beyond that consideration, computer-based expert systems depend fully on the kind of knowledge available in SDK, and its form of presentation. The aspects to be discussed include the character, types, forms, and ways of obtaining the available SDK.",10.1080/09544829008901646,,Journal of Engineering Design,,Design knowledge,design_knowledge.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Studies specific design knowledge as its topic, characterizing its prescriptive nature and forms, and appears to define/categorize SDK, plausibly satisfying C2/C3 but abstract is truncated so flagged.","The abstract treats specific design knowledge as the topic and appears to discuss its character and presentation, but it does not clearly show a synthesis from prior literature or an explicit operational definition, so full text is needed."
e8a17b6120e4,Designing as reflective conversation with the materials of a design situation,"Schon, D.A. (1)","The paper considers what it means to capture design knowledge by embodying it in procedures that are expressible in a computer program, distinguishing several possible purposes for such an exercise. It goes on to describe design phenomena that a computational strategy would have to reproduce. All of them are integral to a view of designing as reflective conversation with the materials of a design situation, and depend on the idea of distinctive design worlds constructed by the designer. These phenomena include: the designer's seeing-moving-seeing, the construction of figures from marks on a page, the appreciation of design qualities, the evolution of design intentions in the course of the design process, the recognition of unintended consequences of move experiments, the storage and deployment of prototypes, which must be placed in transaction with the design situation, and communication across divergent design worlds.",10.1016/0950-7051(92)90020-G,,Knowledge-Based Systems,,Design knowledge,design_knowledge.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Examines what it means to capture design knowledge and characterizes design phenomena/worlds conceptually, plausibly satisfying C2/C3 but warranting full-text confirmation.","The abstract centrally discusses systematization of design knowledge within an intelligent CAD environment, but it is unclear from the abstract alone whether this is a synthesis from prior work or includes an explicit definition."
5000c5049cbd,Learning design knowledge as generalization,"Li, Heng (1); Wu, Xindong (1)","Generalizing design knowledge is a process of extracting knowledge from design-provided data. Although it is one of the most common ways of 'learning' design knowledge, generalization has a fundamental weakness: except for special occasions, the results of generalization can never be validated. Inquiries into generalization have therefore dealt with questions of what are the best criteria for guiding the generalization. This paper argues that generalizing design knowledge involves three essential tasks; knowledge representation, a description language for design examples, and generalization operators. An application of generalizing empirical networks from design examples is described to illustrate these three tasks in the development of a generalization system.",,1998,Cybernetics and Systems,,Design knowledge,design_knowledge.csv,engineering_village|semantic_scholar,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Examines learning/generalizing design knowledge as its topic and discusses knowledge representation and description language constructs, suggesting characterization and possible definitions warranting full-text review.","The paper centrally discusses generalizing design knowledge and appears to characterize essential tasks in that process, but the abstract does not clearly confirm a literature synthesis or an explicit adapted/original definition."
37f353dbe230,Managing design knowledge,"Neelamkavil, J. (1)","The great ancient philosopher Confucius once said: 'real knowledge is to know the extent of one's ignorance'. Industries are recognizing the strategic value of knowledge and the careful management and distribution of their intellectual assets across the company to create value and to gain/sustain competitive advantage. In any organization, the data, information and experience that make-up the knowledge repository is really corporate assets. So what is knowledge? The first part of this paper differentiates between the terms such as 'data', 'information' and 'knowledge'. It will also differentiate between 'explicit' vs. 'tacit' knowledge, and how to derive explicit knowledge from its tacit form. The second part of the paper addresses the important issue of design knowledge management. Study has indicated that design engineers spend, on average, about one quarter of their time searching for information. Managing design knowledge, how such knowledge can be identified, captured, represented and stored for future use are vital issues, as three-quarters of all engineering designs are variations of existing designs. The paper also outlines the architecture of the design knowledge management system that is being developed at IMTI.",,,Proceedings of the IASTED International Conference Intelligent Systems and Control,,Design knowledge,design_knowledge.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Differentiates data/information/knowledge and addresses what design knowledge is, suggesting definitional and synthesis work, though full text would confirm.","This paper centers on learning design knowledge in situ and may discuss how such knowledge is represented, but the abstract does not clearly confirm synthesis from prior work or an explicit definition."
18d57211cb40,Object oriented design knowledge: ontology and measurement of impact,"Garzas, J. (1); Piattini, M.","It has been a long time since the appearance of the object oriented (OO) paradigm. From that moment, the designers have accumulated much knowledge in the design and construction of OO systems. Patterns are the most refined OO design knowledge. However, there are many other kinds of knowledge that are not yet classified and formalized. We distinguish and classify the following categories: principles, heuristics, patterns and refactorings. We propose an ontology for object oriented design knowledge and a measure of impact for patterns, two key elements to create a method based on knowledge.",,,"Object-Oriented Information Systems. 8th International Conference, OOIS 2002. Proceedings (Lecture Notes in Computer Science Vol.2425)",,Design knowledge,design_knowledge.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,advance_criteria,TRUE,"Classifies OO design knowledge into principles, heuristics, patterns, and refactorings and proposes an ontology, synthesizing and defining design knowledge constructs.","Explicitly distinguishes and classifies categories of object-oriented design knowledge and proposes an ontology, satisfying both synthesis/categorization and definitional framing of design knowledge constructs."
1401e17184c0,Software creation: cliche as intermediate knowledge in software design,"Abolhassani, H. (1); Hui Chen (1); Koono, Z. (1)","This paper reports on cliche and related mechanisms appearing in the human design of software. During studies on human design knowledge, the authors found frequent instances of the same pattern of detailing, named cliche. In our study, cliche is an intermediate level of design knowledge, during a hierarchical detailing step, residing between simple reuse and creation by micro design rules, which have already been reported. These three kinds of design knowledge are of various types and have different complexities. Discussions of them, focusing on cliche type, with procedures of formation of a simple cliche skeleton and generation of a cliche are given. The studies show a working model of Zipf's principle.",,,IEICE Transactions on Information and Systems,,Design knowledge,design_knowledge.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Studies and categorizes kinds of human design knowledge (cliche, reuse, micro design rules) and defines cliche as an intermediate level of design knowledge, plausibly satisfying C2 and C3.","The paper discusses structuring design knowledge and abductive reasoning for design synthesis, but the abstract does not clearly show a synthesis from prior literature or an explicit definition, so it should be routed to full-text review."
fc4c2b9d38d7,A framework for supporting architecture knowledge and rationale management,"Babar, Muhammad Ali (1); Gorton, Ian (1); Kitchenham, Barbara (1)","There is growing recognition of the importance of documenting and managing background knowledge about architecture design decisions. However, there is little guidance on the types of information that form Architecture Design Knowledge (ADK), how to make implicitly described ADK explicit, and how such knowledge can be documented to improve architecture processes. We propose a framework that provides a support mechanism to capture and manage ADK. We analyze ze different approaches to capturing tacit and implicit design knowledge describe a process of extracting ADK from patterns and an effective way of documenting it. We also present a data model to characterize architecture design primitives used or generated during architecture design and evaluation. This data model can be tailored to implement repositories of ADK. We complete this chapter with open issues that architecture research must confront in order to successfully transfer technology for capturing design rationale to the industry. © Springer-Verlag Berlin Heidelberg 2006.",10.1007/978-3-540-30998-7_11,2006,Rationale Management in Software Engineering,,Design knowledge,design_knowledge.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Defines Architecture Design Knowledge and types of information forming it, and analyzes approaches to capturing tacit/implicit design knowledge, plausibly satisfying C2 and C3 though full text needed to confirm.","The paper focuses on architecture design knowledge and analyzes approaches and information types for capturing and managing it, indicating synthesis/categorization, but no explicit definition/adaptation is clearly stated in the abstract."
495817cc9c25,"Object-oriented design knowledge: Principles, heuristics and best practices","Garzás, Javier (1); Piattini, Mario (2)","In order to properly understand a field, a researcher has to first understand the accumulated knowledge of that field. Micro-architectural design has accumulated knowledge elements that are clearly defined. These elements, such as design patterns, are properly differentiated and generally understood, but other elements - such as heuristics, best practices, and others - are just vague concepts. Object-Oriented Design Knowledge: Principles, Heuristics and Best Practices provides a unified and global vision about the lesser-defined areas of micro-architectural design knowledge, exposing the main techniques, experiences, and methods in order to help researchers apply these concepts. Understanding the experiences presented in this book will help readers correctly apply design knowledge. © 2007 by Idea Group Inc. All rights reserved.",10.4018/978-1-59140-896-3,2006,"Object-Oriented Design Knowledge: Principles, Heuristics and Best Practices",,Design knowledge,design_knowledge.csv,engineering_village|semantic_scholar,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Provides a unified vision of object-oriented design knowledge, synthesizing and differentiating principles, heuristics, and best practices from accumulated field knowledge, satisfying C2 and likely C3.","The title and abstract indicate a unifying treatment of object-oriented design knowledge constructs such as principles, heuristics, and best practices, suggesting synthesis/classification from accumulated knowledge, but no explicit definition is clearly visible in the truncated abstract."
a140a90ce7b9,The object-oriented design knowledge ontology,"Garzás, Javier (1); Piattini, Mario (2)","It has been a long time since the object-oriented (OO) paradigm appeared. From that moment, designers have accumulated much knowledge in design and construction of OO systems. Patterns are the most refined OO design knowledge. However, there are many others kinds of knowledge than are not yet classified and formalized. Therefore, we feel it necessary to define ontology in order to structure and unify such knowledge; a good understanding of practical experience is crucial to software engineers. Therefore, this chapter proposes an ontology for object-oriented design knowledge. © 2007, Idea Group Inc.",10.4018/978-1-59140-896-3.ch002,2006,"Object-Oriented Design Knowledge: Principles, Heuristics and Best Practices",,Design knowledge,design_knowledge.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Proposes an ontology to structure, classify, and formalize object-oriented design knowledge from prior work, satisfying C2 and plausibly defining the construct for C3.","The paper treats object-oriented design knowledge as its topic and explicitly proposes an ontology to structure, unify, and formalize previously unclassified kinds of knowledge, which supports both synthesis/categorization and an explicit definitional framework."
7e095752d24c,Think-4-EmCoDe framework: Highlighting key qualities in embodied co-design techniques for children,"Schaper, M.-M. (1); Márquez Segura, E. (2); Malinverni, L. (3); Pares, N. (4)","Embodied, co-design and children-specific methods have been gaining traction in Interaction Design for Children, and their potential and benefits are well-established. Yet methods at the intersection of all three areas are scarcer. In addition, design researchers lack tools for the analysis and adaptation of existing methods, and the creation of new ones to suit the particularities of the design project at hand. Here, we present theThink-4-EmCoDe frameworkfor the design and analysis of embodied co-design methods and techniques for children, which foregrounds key qualities in embodied interaction design research:(1) embodied awareness; (2) reflective imaginary; (3) emergence; (4) embodied memory; (5) situated relationality; (6) contingency; (7) playful engagement; (8) play practice; (9) developmental scaffolds; and (10) social dialogue.The framework has been developed drawing from several theories, methods, and frameworks in the areas of co-design and embodied design approaches. This framework allows designers to focus on both general design qualities for embodied experiences and the specific child perspective. We illustrate the use of the framework through the analysis of three design techniques and discuss its potential as an inspirational tool to understand, adapt and refine embodied co-design techniques for children. All rights reserved Elsevier.",10.1016/j.ijhcs.2023.103065,,International Journal of Human-Computer Studies,,Design methods,design_methods.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Presents a framework foregrounding key qualities for analyzing and creating embodied co-design methods for children, treating design methods as the topic and likely defining its constructs.","Presents a framework for designing and analyzing embodied co-design methods for children, making design methods central, but the abstract does not clearly show a literature-based synthesis of design knowledge or an explicit definition, so full-text review is needed."
60c69d24c5a3,Evaluating the efficacy and effectiveness of design methods: A systematic review and assessment framework,"Cash, Philip (1); Daalhuizen, Jaap (2); Hekkert, Paul (3)","The increasingly transdisciplinary context of design, where designers collaborate with other disciplinary and domain experts, means there is a growing need to evidence the effectiveness of design methods. We address this need in two ways. First, we propose a ‘chain of evidence’, from motivation to claims, operationalising this in a systematic assessment framework. Second, we systematically review current design method research. Our results reveal that while all links in the chain of evidence are reported across the literature and best practices can be identified, no individual paper either reports all links or consistently achieves best practice. Our framework and results demonstrate the need for standards of evidence in this area, with implications for design method research, development, education, and practice. © 2023 The Authors",10.1016/j.destud.2023.101204,2023,Design Studies,,Design methods,design_methods.csv,engineering_village|semantic_scholar,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Systematically reviews design method research and proposes an assessment framework treating design methods as the topic of study, satisfying C2 and likely defining method efficacy/effectiveness constructs.","This paper systematically reviews design method research and proposes an assessment framework, so it clearly synthesizes a body of work about design methods, but the abstract does not clearly state an explicit definition or adaptation of a design-knowledge construct."
b5d968168f35,A Framework of Design Method Corroboration,"Thoring, Katja (1); Mueller, Roland M. (2); Lecuna, Alejandro (3); Badke-Schaub, Petra (4)","Practitioners design artifacts of different kinds. Researchers and practitioners both create methods for designing such artifacts. The question arises whether those methods are actually valid and useful. In this conceptual paper, we argue that there is a need for 'method corroboration'-the deliberate and reflected use and possible validation of a design method. We present a literature review of method corroboration in the IS and more specifically in the DSR literature. The findings are summarized as a conceptual model outlining eight strategies of method use, which are then condensed into a 2-by-2 framework of method corroboration. The results of this paper present insight into the current state of method corroboration in the DSR field and provide guidance for working with design methods in research and practice. © 2023 IEEE Computer Society. All rights reserved.",,2023,Proceedings of the Annual Hawaii International Conference on System Sciences,,Design methods,design_methods.csv,engineering_village|semantic_scholar,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Conceptual paper reviewing method corroboration in IS/DSR literature and presenting a conceptual model defining strategies of method use, satisfying C2 and likely C3.","This conceptual paper explicitly reviews prior literature on method corroboration, synthesizes it into a conceptual model and framework, and defines 'method corroboration' in the context of design methods."
40a2d86cd488,Elements of a design method - a basis for describing and evaluating design methods,"Gericke, K. (1); Eckert, C. (2); Stacey, M. (3)","Method development is at the heart of design research as methods are a formalised way to express knowledge about how aspects of design could or should be done. However, assuring that methods are in fact used in industry has remained a challenge. Industry will only use methods that they can understand and that they feel will give them benefit reliably. To understand the challenges involved in adopting a method, the method needs to be seen in context: it does not exist in isolation but forms a part of an ecosystem of methods for tackling related design problems. A method depends on the knowledge and skills of the practitioners using it: while a description of a method is an artefact that is a formalisation of engineering knowledge, a method in use constitutes a socio-technical system depending on the interaction of human participants with each other as well as with the description of the method, representations of design information and, often, tools for carrying out the method's tasks. This paper argues that crucial factors in the adoption of methods include how well they are described and how convincingly they are evaluated. The description of a method should cover itscore idea, therepresentationsin which design information is described, theprocedureto be followed, itsintended use, and thetoolsit uses. The account of a method's intended use should cover itspurpose, the situations or product types within itsscope, itscoverageof kinds of problems within its scope, itsexpected benefitandconditionsfor its use. The different elements need to be evaluated separately as well as the method as an integrated whole. While verification and validation are important for some elements of methods, it is rarely possible to prove the validity of a method. Rather the developers of methods need to gather sufficient evidence that a method will work within a clearly articulated scope. Most design methods do not have binary success criteria, and their usefulness in practice depends as much on simplicity and usability as on the outcomes they produce. Evaluation should focus on how well they work, and how they can be customised and improved.",10.1017/dsj.2022.23,,Design Science,,Design methods,design_methods.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Studies design methods as formalized knowledge and proposes elements to describe/evaluate them, satisfying C2 and likely defining method constructs, warranting full-text review.","The paper appears to analyze and describe elements of design methods as a basis for evaluating methods, suggesting design knowledge is central, but the truncated abstract does not clearly confirm a literature synthesis or explicit definition."
d330bde18c87,Languaging design methods,"Gray, C.M. (1)","Design methods have been integral to design studies research, with initial goals of bringing rationality and objectivity to design activities, later shifting to the creation and provision of methods as tools to encourage more reflective, meaningful, and socially responsible design practices. However, little research exists that describes how methods are created, what knowledge is used to inform this creation, or connects elements of methods to performance by designers. In this research note, I describe performative, codification-oriented, and presentation-oriented stances towards design methods, articulating a vocabulary that languages aspects of methods. I describe areas where this vocabulary may support design researchers, including building new design methods, informing descriptive accounts of methods in use, and supporting the creation of a theory of method. All rights reserved Elsevier.",10.1016/j.destud.2021.101076,,Design Studies,,Design methods,design_methods.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Examines how design methods are created and the knowledge informing them, and proposes its own stances/definitions of design methods, plausibly satisfying C2 and C3.","Although this research note appears centrally concerned with design methods and describes stances toward them, the abstract does not clearly state that these stances are synthesized from prior literature or that it explicitly defines a design-knowledge construct, so it should be checked in full text."
5ba50396ff25,What is a Convention in Interactive Narrative Design?,"Koenitz, H. (1); Roth, C. (1); Dubbelman, T. (1); Knoller, N. (1)","This paper reports on an aspect of a long-term project to create a body of evidence-based interactive narrative design methods. In this context, we discuss aspects of formal design descriptions as a basis for a quantitative approach to verify the effects of design choices on the experience of audiences. Specifically, we discuss the notion of ‘design conventions’ by acknowledging earlier usages of the term and the related discourse in video game studies.",10.1007/978-3-319-71027-3_29,,"Interactive Storytelling. 10th International Conference on Interactive Digital Storytelling, ICIDS 2017. Proceedings: LNCS 10690",,Design methods,design_methods.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Examines the notion of 'design conventions' in interactive narrative design, discussing prior usages and offering its own framing of the construct, plausibly satisfying C2 and C3; flagged for full-text confirmation.","This appears to analyze writing and design methods for playable stories with design knowledge as a plausible topic, but the abstract does not clearly show a literature-based synthesis or an explicit definition, so full text is needed."
dbf31702e533,Patterns for living lab practice: describing key know-how to promote service co-creation with users,"Akasaka, Fumiya (1); Yasuoka, Mika (2); Nakatani, Momoko (1); Kimura, Atsunobu (1); Ihara, Masayuki (1)","'Value co-creation' among actors related to service provision is one of the key concepts in service design. Living Lab (LL) is a co-creative service design methodology in which designers and users collaboratively design services. In LL, users are actively involved in service design processes over long periods. Because LL is a design methodology based on longterm co-creation with users, its practices involve more direct and indirect communication and collaboration with users than typical service design does. Therefore, in order to make value co-creation successful in LL projects, it is crucial for designers to use not only knowledge of service design methods, but also practical know-how related to 'facilitating long-term cocreation with users.' Such know-how is not always shared, however, among LL practitioners, because it is often buried in their experiences. Thus, LL practice currently places heavy reliance on the practitioners’ intuition and experience. Therefore, to support LL practitioners, it is essential to extract key knowhow on how to achieve successful LL projects from experienced practitioners, and to describe such knowhow. This would allow us to share and reuse knowhow in planning and running an LL project. Hence, the purpose of this study is to extract such key knowhow for LL practice and describe it in an easy-to-reuse manner. We first developed a workshop to extract key know-how for LL practice. In this study, we held the workshop twice and could extract 30 items of key know-how. Subsequently, we described the extracted key know-how as 'patterns' by using the pattern language framework, and we developed a booklet listing the 30 patterns in an easy-to-reuse manner. The booklet can be used by LL practitioners to refer to and reuse the key know-how for LL practice. Through an evaluation, we confirmed that the developed booklet is useful for LL practitioners for referring to and using LL know-how. © 2020, Fuji Technology Press. All rights reserved.",10.20965/ijat.2020.p0769,2020,International Journal of Automation Technology,,Design methods,design_methods.csv,engineering_village|semantic_scholar,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Develops patterns describing key know-how for Living Lab service co-creation, synthesizing design knowledge into patterns (C2) and defining LL/co-creation constructs (C3 plausible), warranting full-text review.","The paper appears to articulate patterns/know-how for living lab service co-creation practice, suggesting a synthesis/categorization of design knowledge from practice or prior work, but the truncated abstract does not clearly confirm any explicit definition or adaptation."
49719118a4a0,Progressive collapse of structures – review and outlook,"Starossek, U. (1)","The difference between progressive collapse, related to mechanisms of collapse, and disproportionate collapse, related to design, is outlined. Various mechanisms of collapse are described, which helps to clarify conceptual relationships. Ordinary design procedures are inadequate for preventing disproportionate collapse. The reasons for this are explained. After defining the terms collapse resistance and robustness, a pragmatic design approach for achieving collapse resistance of general structures is outlined. In this approach, the design objectives are established in a decision-making process. Concerning design methods, segmentation is available in addition to alternative load paths. The former method can be preferable in case of large initial local failure. This pragmatic approach can be developed into model guidelines for the design of general structures against disproportionate collapse. In contrast, it is found that current design regulations apply only to buildings of small to medium size and not to structures in general. © 2019 Taylor & Francis Group, London, UK.",10.1201/9780429426506-364,2019,"Advances in Engineering Materials, Structures and Systems: Innovations, Mechanics and Applications - Proceedings of the 7th International Conference on Structural Engineering, Mechanics and Computation, 2019",,Design methods,design_methods.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Reviews and clarifies conceptual distinctions and definitions (collapse resistance, robustness) and outlines design approaches, plausibly synthesizing and defining constructs; flagged to confirm from full text.","This review explicitly clarifies and defines collapse-related concepts, describes conceptual relationships, and outlines a pragmatic design approach, satisfying both synthesis/definition and explicit definitional criteria."
