space,algorithm,config,n_components,n_neighbors,min_cluster_size,min_samples,cluster_count,noise_count,noise_fraction,coverage,smallest_cluster,largest_cluster,silhouette_original_cosine,ari_vs_zhicheng_shared,is_zhicheng_shared
umap10,hdbscan,nn10_hdbscan_mcs20_ms8,10,10,20,8,4,208,0.4551422319474836,0.5448577680525164,25,125,0.06870706379413605,0.15423083921028113,False
umap10,hdbscan,nn10_hdbscan_mcs20_ms10,10,10,20,10,5,204,0.44638949671772427,0.5536105032822757,20,117,0.05463206768035889,0.15752021401187635,False
umap10,hdbscan,nn15_hdbscan_mcs5_ms1,10,15,5,1,35,63,0.13785557986870897,0.862144420131291,5,25,0.05549463629722595,0.6606554867620327,False
umap10,hdbscan,nn15_hdbscan_mcs5_ms3,10,15,5,3,32,74,0.16192560175054704,0.838074398249453,5,25,0.06583499163389206,0.6087509645941992,False
umap10,hdbscan,nn15_hdbscan_mcs5_ms5,10,15,5,5,25,92,0.2013129102844639,0.7986870897155361,5,39,0.10358954966068268,0.5627723920488041,False
umap10,hdbscan,nn15_hdbscan_mcs8_ms1,10,15,8,1,23,52,0.1137855579868709,0.8862144420131292,8,53,0.073750801384449,1.0,True
umap10,hdbscan,nn15_hdbscan_mcs8_ms3,10,15,8,3,22,57,0.12472647702407003,0.87527352297593,8,51,0.08524701744318008,0.8668992759684152,False
umap10,hdbscan,nn15_hdbscan_mcs8_ms5,10,15,8,5,21,93,0.20350109409190373,0.7964989059080962,9,47,0.09688775986433029,0.6013447564668736,False
umap10,hdbscan,nn15_hdbscan_mcs8_ms8,10,15,8,8,18,159,0.3479212253829322,0.6520787746170679,10,39,0.12483496963977814,0.34379605254871337,False
umap10,hdbscan,nn15_hdbscan_mcs10_ms1,10,15,10,1,21,54,0.11816192560175055,0.8818380743982495,10,53,0.07941106706857681,0.9120524361686869,False
umap10,hdbscan,nn15_hdbscan_mcs10_ms3,10,15,10,3,21,65,0.1422319474835886,0.8577680525164114,10,51,0.0870293602347374,0.8311570830821658,False
umap10,hdbscan,nn15_hdbscan_mcs10_ms5,10,15,10,5,19,111,0.24288840262582057,0.7571115973741794,11,47,0.10265764594078064,0.5282054273655598,False
umap10,hdbscan,nn15_hdbscan_mcs10_ms8,10,15,10,8,3,0,0.0,1.0,11,433,0.007359526585787535,0.0126056181137438,False
umap10,hdbscan,nn15_hdbscan_mcs10_ms10,10,15,10,10,3,0,0.0,1.0,11,433,0.007359526585787535,0.0126056181137438,False
umap10,hdbscan,nn15_hdbscan_mcs12_ms1,10,15,12,1,19,75,0.16411378555798686,0.8358862144420132,12,53,0.07415585964918137,0.8165618256152639,False
umap10,hdbscan,nn15_hdbscan_mcs12_ms3,10,15,12,3,19,86,0.18818380743982493,0.811816192560175,12,51,0.0820789784193039,0.7314222356891249,False
umap10,hdbscan,nn15_hdbscan_mcs12_ms5,10,15,12,5,2,0,0.0,1.0,13,444,0.00321890483610332,0.006592130837579479,False
umap10,hdbscan,nn15_hdbscan_mcs12_ms8,10,15,12,8,2,0,0.0,1.0,13,444,0.00321890483610332,0.006592130837579479,False
umap10,hdbscan,nn15_hdbscan_mcs12_ms10,10,15,12,10,2,0,0.0,1.0,13,444,0.00321890483610332,0.006592130837579479,False
umap10,hdbscan,nn15_hdbscan_mcs15_ms1,10,15,15,1,16,113,0.24726477024070023,0.7527352297592997,15,53,0.06661923974752426,0.6306266953558182,False
umap10,hdbscan,nn15_hdbscan_mcs15_ms3,10,15,15,3,14,114,0.24945295404814005,0.75054704595186,15,51,0.05691218748688698,0.5435727282245741,False
umap10,hdbscan,nn15_hdbscan_mcs15_ms5,10,15,15,5,12,131,0.28665207877461707,0.7133479212253829,15,86,0.05665458366274834,0.3957674818143813,False
umap10,hdbscan,nn15_hdbscan_mcs15_ms8,10,15,15,8,3,27,0.05908096280087528,0.9409190371991247,15,396,0.06271445006132126,0.03126167886861233,False
umap10,hdbscan,nn15_hdbscan_mcs15_ms10,10,15,15,10,3,29,0.06345733041575492,0.936542669584245,15,394,0.062372200191020966,0.032149258319070485,False
umap10,hdbscan,nn15_hdbscan_mcs20_ms1,10,15,20,1,8,142,0.31072210065645517,0.6892778993435449,20,79,0.05108006298542023,0.3462906172624279,False
umap10,hdbscan,nn15_hdbscan_mcs20_ms3,10,15,20,3,7,153,0.3347921225382932,0.6652078774617067,20,75,0.05677196383476257,0.308772509814995,False
umap10,hdbscan,nn15_hdbscan_mcs20_ms5,10,15,20,5,6,163,0.35667396061269147,0.6433260393873085,20,133,0.051981087774038315,0.2329898290154215,False
umap10,hdbscan,nn15_hdbscan_mcs20_ms8,10,15,20,8,4,229,0.5010940919037199,0.4989059080962801,25,113,0.07235098630189896,0.14274203678192335,False
umap10,hdbscan,nn15_hdbscan_mcs20_ms10,10,15,20,10,4,218,0.47702407002188185,0.5229759299781181,27,115,0.07347849011421204,0.1508369939842892,False
umap10,hdbscan,nn30_hdbscan_mcs5_ms1,10,30,5,1,30,91,0.19912472647702406,0.8008752735229759,5,44,0.08670543879270554,0.4337998973505411,False
umap10,hdbscan,nn30_hdbscan_mcs5_ms3,10,30,5,3,29,117,0.25601750547045954,0.7439824945295405,5,43,0.09134747087955475,0.3509045903386394,False
umap10,hdbscan,nn30_hdbscan_mcs5_ms5,10,30,5,5,20,119,0.2603938730853392,0.7396061269146609,5,91,0.08635033667087555,0.31592063728378755,False
umap10,hdbscan,nn30_hdbscan_mcs8_ms1,10,30,8,1,21,119,0.2603938730853392,0.7396061269146609,8,44,0.10220023989677429,0.40831676601948874,False
umap10,hdbscan,nn30_hdbscan_mcs8_ms3,10,30,8,3,21,138,0.30196936542669583,0.6980306345733042,8,43,0.11164606362581253,0.3500065937493045,False
umap10,hdbscan,nn30_hdbscan_mcs8_ms5,10,30,8,5,14,146,0.31947483588621445,0.6805251641137856,11,91,0.08871923387050629,0.28304529225263936,False
umap10,hdbscan,nn30_hdbscan_mcs8_ms8,10,30,8,8,3,0,0.0,1.0,11,433,0.007359526585787535,0.0126056181137438,False
umap10,hdbscan,nn30_hdbscan_mcs10_ms1,10,30,10,1,19,119,0.2603938730853392,0.7396061269146609,11,44,0.09511881321668625,0.3970444704383012,False
umap10,hdbscan,nn30_hdbscan_mcs10_ms3,10,30,10,3,17,135,0.29540481400437635,0.7045951859956237,11,49,0.0992533266544342,0.3542520118003828,False
umap10,hdbscan,nn30_hdbscan_mcs10_ms5,10,30,10,5,3,0,0.0,1.0,11,433,0.007359526585787535,0.0126056181137438,False
umap10,hdbscan,nn30_hdbscan_mcs10_ms8,10,30,10,8,3,0,0.0,1.0,11,433,0.007359526585787535,0.0126056181137438,False
umap10,hdbscan,nn30_hdbscan_mcs10_ms10,10,30,10,10,3,0,0.0,1.0,11,433,0.007359526585787535,0.0126056181137438,False
umap10,hdbscan,nn30_hdbscan_mcs12_ms1,10,30,12,1,15,144,0.3150984682713348,0.6849015317286652,13,50,0.08589465171098709,0.3221098448056452,False
umap10,hdbscan,nn30_hdbscan_mcs12_ms3,10,30,12,3,2,0,0.0,1.0,13,444,0.00321890483610332,0.006592130837579479,False
umap10,hdbscan,nn30_hdbscan_mcs12_ms5,10,30,12,5,2,0,0.0,1.0,13,444,0.00321890483610332,0.006592130837579479,False
umap10,hdbscan,nn30_hdbscan_mcs12_ms8,10,30,12,8,2,0,0.0,1.0,13,444,0.00321890483610332,0.006592130837579479,False
umap10,hdbscan,nn30_hdbscan_mcs12_ms10,10,30,12,10,2,0,0.0,1.0,13,444,0.00321890483610332,0.006592130837579479,False
umap10,hdbscan,nn30_hdbscan_mcs15_ms1,10,30,15,1,2,27,0.05908096280087528,0.9409190371991247,17,413,0.06202138587832451,0.0199903745413783,False
umap10,hdbscan,nn30_hdbscan_mcs15_ms3,10,30,15,3,7,133,0.2910284463894967,0.7089715536105032,15,118,0.040672481060028076,0.2153228509830121,False
umap10,hdbscan,nn30_hdbscan_mcs15_ms5,10,30,15,5,2,30,0.06564551422319474,0.9343544857768052,17,410,0.06263396888971329,0.01990619564322903,False
umap10,hdbscan,nn30_hdbscan_mcs15_ms8,10,30,15,8,8,207,0.45295404814004375,0.5470459518599562,16,88,0.07879588007926941,0.162176478035668,False
umap10,hdbscan,nn30_hdbscan_mcs15_ms10,10,30,15,10,7,202,0.4420131291028446,0.5579868708971554,17,94,0.08786489069461823,0.16813804068956886,False
umap10,hdbscan,nn30_hdbscan_mcs20_ms1,10,30,20,1,3,125,0.2735229759299781,0.7264770240700219,36,175,0.08769592642784119,0.15136019865923206,False
umap10,hdbscan,nn30_hdbscan_mcs20_ms3,10,30,20,3,3,135,0.29540481400437635,0.7045951859956237,33,171,0.09507030248641968,0.1472917329328682,False
umap10,hdbscan,nn30_hdbscan_mcs20_ms5,10,30,20,5,3,196,0.4288840262582057,0.5711159737417943,29,132,0.11441408097743988,0.1297406871411521,False
umap10,hdbscan,nn30_hdbscan_mcs20_ms8,10,30,20,8,2,130,0.2844638949671772,0.7155361050328227,27,300,0.07801366597414017,0.05680896608732188,False
umap10,hdbscan,nn30_hdbscan_mcs20_ms10,10,30,20,10,4,255,0.5579868708971554,0.4420131291028446,24,94,0.10352368652820587,0.09697283191858616,False
