space,config,algorithm,cluster_count,noise_count,noise_fraction,coverage,smallest_cluster,largest_cluster,silhouette_original_cosine,eps,min_samples,min_cluster_size,selected
umap5,dbscan_eps0.371227_ms8,dbscan,15,108,0.2363238512035011,0.7636761487964989,8,98,0.08110248297452927,0.371227,8.0,,False
umap5,dbscan_eps0.381984_ms8,dbscan,16,93,0.20350109409190373,0.7964989059080962,8,103,0.07863166928291321,0.381984,8.0,,False
umap5,dbscan_eps0.386631_ms8,dbscan,14,87,0.19037199124726478,0.8096280087527352,8,103,0.07635857909917831,0.386631,8.0,,False
umap5,dbscan_eps0.400128_ms8,dbscan,14,81,0.1772428884026258,0.8227571115973742,8,105,0.07480250298976898,0.400128,8.0,,False
umap5,dbscan_eps0.407026_ms8,dbscan,13,71,0.15536105032822758,0.8446389496717724,8,114,0.05522143840789795,0.407026,8.0,,False
umap5,dbscan_eps0.415298_ms8,dbscan,12,63,0.13785557986870897,0.862144420131291,8,141,0.04463835805654526,0.415298,8.0,,False
umap5,dbscan_eps0.426246_ms8,dbscan,12,57,0.12472647702407003,0.87527352297593,8,142,0.04048862308263779,0.426246,8.0,,False
umap5,dbscan_eps0.452328_ms8,dbscan,13,41,0.08971553610503283,0.9102844638949672,7,144,0.0049706134013831615,0.452328,8.0,,False
umap5,dbscan_eps0.471611_ms8,dbscan,12,29,0.06345733041575492,0.936542669584245,7,270,-0.042755939066410065,0.471611,8.0,,False
umap5,dbscan_eps0.485766_ms8,dbscan,12,23,0.05032822757111598,0.949671772428884,6,276,-0.04525182768702507,0.485766,8.0,,False
umap5,dbscan_eps0.496744_ms8,dbscan,11,15,0.03282275711159737,0.9671772428884027,6,276,-0.013891021721065044,0.496744,8.0,,False
umap5,dbscan_eps0.509437_ms8,dbscan,9,12,0.0262582056892779,0.973741794310722,6,350,-0.011305316351354122,0.509437,8.0,,False
umap5,dbscan_eps0.525637_ms8,dbscan,8,8,0.0175054704595186,0.9824945295404814,8,359,-0.013672775588929653,0.525637,8.0,,False
umap5,dbscan_eps0.550657_ms8,dbscan,8,5,0.010940919037199124,0.9890590809628009,8,362,-0.014886537566781044,0.550657,8.0,,False
