k,average_silhouette,min_cluster_size,max_cluster_size,max_cluster_ratio,cluster_sizes,negative_silhouette_count,negative_silhouette_ratio,close_to_best,passes_size_floor,passes_balance_floor,passes_negative_floor,selection_candidate
2,0.039266756525191744,41,46,0.5287356321839081,0:41; 1:46,3,0.034482758620689655,False,True,True,True,False
3,0.04067707658740215,19,38,0.4367816091954023,0:38; 1:30; 2:19,18,0.20689655172413793,False,True,True,True,False
4,0.04429575667096899,11,37,0.42528735632183906,0:21; 1:11; 2:37; 3:18,21,0.2413793103448276,False,True,True,True,False
5,0.05272329670930298,9,34,0.39080459770114945,0:15; 1:12; 2:17; 3:34; 4:9,33,0.3793103448275862,False,True,True,True,False
6,0.06789628796791942,6,24,0.27586206896551724,0:15; 1:8; 2:22; 3:6; 4:12; 5:24,34,0.39080459770114945,True,False,True,True,False
