k,average_silhouette,min_cluster_size,max_cluster_size,max_cluster_ratio,cluster_sizes,negative_silhouette_count,negative_silhouette_ratio,close_to_best,passes_size_floor,passes_balance_floor,passes_negative_floor,selection_candidate
2,0.0274404373223359,4,38,0.9047619047619048,0:4; 1:38,10,0.23809523809523808,True,False,False,True,False
3,0.011506353902757036,8,23,0.5476190476190477,0:11; 1:8; 2:23,26,0.6190476190476191,False,True,True,False,False
4,0.015178131714073454,3,30,0.7142857142857143,0:5; 1:3; 2:4; 3:30,30,0.7142857142857143,False,False,False,False,False
5,0.036163036302989796,2,25,0.5952380952380952,0:25; 1:4; 2:4; 3:2; 4:7,23,0.5476190476190477,True,False,False,False,False
