k,average_silhouette,min_cluster_size,max_cluster_size,max_cluster_ratio,cluster_sizes,negative_silhouette_count,negative_silhouette_ratio,close_to_best,passes_size_floor,passes_balance_floor,passes_negative_floor,selection_candidate
2,0.15627911249811818,2,9,0.8181818181818182,0:9; 1:2,2,0.18181818181818182,True,False,True,True,False
3,0.18962075505112308,2,6,0.5454545454545454,0:6; 1:2; 2:3,2,0.18181818181818182,True,False,True,True,False
